"province and territory","2019 population","municipal police services","provincial police services","royal canadian mounted police","royal canadian mounted police","total police officers","police officers per 100,000 population","percentage change in rate","percentage change in rate"
"province and territory","2019 population","municipal police services","provincial police services","contract policing","federal and other policing","total police officers","police officers per 100,000 population","2018 to 2019","2009 to 2019"
"province and territory","number","number","number","number","number","number","rate","percent","percent"
"newfoundland and labrador","521,542","..","400","427","75","902","173","1.0","-2.5"
"prince edward island","156,947","97","..","96","22","215","137","-2.8","-18.3"
"nova scotia","971,395","885","..","846","121","1,852","191","-1.6","-4.7"
"new brunswick","776,827","433","..","703","115","1,251","161","1.0","-11.5"
"quebec","8,484,965","9,303","5,433","..","886","15,622","184","-2.6","-7.0"
"ontario","14,566,547","17,989","5,602","..","1,749","25,340","174","-1.7","-11.5"
"manitoba","1,369,465","1,579","..","913","129","2,621","191","1.5","-7.4"
"saskatchewan","1,174,462","1,079","..","1,171","130","2,380","203","1.9","-1.8"
"alberta","4,371,316","4,410","..","2,877","401","7,687","176","0.7","4.4"
"british columbia","5,071,336","2,553","..","5,972","765","9,290","183","-0.9","-6.3"
"yukon","40,854","..","..","120","11","131","321","-1.3","-11.3"
"northwest territories","44,826","..","..","175","19","194","433","4.9","-4.7"
"nunavut","38,780","..","..","121","14","135","348","-2.4","-9.2"
"provincial and territorial total","37,589,262","38,326","11,435","13,421","4,437","67,618","180","-1.2","-7.5"
"royal canadian mounted police operation and corporate headquarters","..","..","..","..","849","849","..","..",".."
"royal canadian mounted police training academy depot division and forensic labs","..","..","..","..","252","252","..","..",".."
"canada","37,589,262","38,326","11,435","13,421","5,537","68,718","183","-1.1","-8.6"
