"year","single","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","album"
"year","single","uk","aus","bel","ger","ire","ned","nz","swi","us","us dance","album"
"1986","i should have lied","-","-","-","-","-","-","-","-","-","-","get even"
"1987","how many times","62","-","-","-","-","-","-","-","-","-","get even"
"1987","chain-gang smile","57","-","-","-","-","-","-","-","-","-","get even"
"1988","can you keep a secret?","56","-","-","-","-","-","-","-","-","-","get even"
"1988","the harder i try","2","78","20","32","1","20","15","13","-","-","get even"
"1988","he ain't no competition","6","53","32","39","4","-","19","-","-","-","get even"
"1989","be my twin","14","-","-","53","13","-","-","-","-","10","get even"
"1989","can you keep a secret?","22","157","-","-","18","-","31","-","-","-","get even"
"1989","drive on","39","-","-","-","-","74","-","-","-","-","trust"
"1989","when will i see you again","43","-","-","-","-","-","-","-","-","-","trust"
"1990","trust","53","-","-","-","-","-","-","-","-","-","trust"
"1990","the girl i used to know","48","-","-","-","-","-","-","-","27","-","trust"
"1990","just a heartbeat away","-","-","-","-","-","-","-","-","-","-","trust"
""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released"
