"region","at birth","at birth","at age 65","at age 65"
"region","males","females","males","females"
"region","in years","in years","in years","in years"
"canada","79.6","83.8","19.0","21.9"
"newfoundland and labrador","77.4","81.6","17.3","20.2"
"prince edward island","78.4","83.1","17.9","21.2"
"nova scotia","78.1","82.5","17.8","20.9"
"new brunswick","78.5","83.1","18.4","21.3"
"quebec","79.7","83.8","18.8","21.8"
"ontario","80.1","84.2","19.2","22.1"
"manitoba","77.8","82.3","18.2","21.3"
"saskatchewan","77.7","82.3","18.4","21.4"
"alberta","79.2","83.6","18.9","21.9"
"british columbia","80.4","84.4","19.6","22.3"
"yukon","76.3","81.2","16.8","20.8"
"northwest territories","75.6","80.1","16.4","20.3"
"nunavut","68.4","72.9","14.5","14.8"
