"difficulty","women","women","women","men","men","men"
"difficulty","mild, moderate, severe, or very severe disability","mild or moderate disability","severe or very severe disability","mild, moderate, severe, or very severe disability","mild or moderate disability","severe or very severe disability"
"difficulty","percent","percent","percent","percent","percent","percent"
"not available when needed","14.1","13.1","14.3","15.9","10.9","17.8"
"booking not allowed last minute","8.1","4.1","9.2","10.7","f","12.2"
"difficulty getting to or locating bus stops","28.1","25.2","29.0","31.6","22.7","35.0"
"difficulty getting on or off vehicle","51.0","45.2","52.7","41.8","23.0","49.1"
"difficulty seeing signs, notices or stops or difficulty hearing announcements","17.2","15.4","17.8","17.5","11.0","20.0"
"overcrowding","29.2","25.3","30.4","30.4","29.5","30.8"
"difficulty requesting service","14.0","11.5","14.8","12.4","6.9","14.5"
"difficulty interpreting schedules","16.5","14.6","17.1","18.1","13.6","19.9"
"difficulty transferring or completing complicated transfers","22.2","17.9","23.5","23.5","14.2","27.1"
"condition or health problem is aggravated when one goes out","47.6","35.6","51.2","49.0","38.2","53.1"
"too expensive","13.6","4.8","16.1","10.9","f","13.9"
"other reason","25.5","27.5","24.9","23.1","20.2","24.2"
