"","new mothers who remained wage workers","new mothers who remained wage workers","new mothers who transitioned to self-employment","new mothers who transitioned to self-employment"
"","2006","2011","2006","2011"
"","percent","percent","percent","percent"
"occupations","","","",""
"management","6.4","8.9","9.8","10.5"
"business, finance and administrative occupations","26.7","25.9","25.7","13.5"
"natural and applied sciences and related occupations","5.4","5.2","6.9","4.8"
"health","12.1","13.9","10.6","13.4"
"social science, education, government service and religion","19.8","22.3","12.9","20.3"
"art, culture, recreation and sport","3.1","3.1","8.9","14.6"
"sales and service","22.3","16.4","19.7","19.5"
"trades, transport and equipment operators and related occupations","1.0","1.3","1.8","2.1"
"occupations unique to primary industry","0.5","0.8","0.8","x"
"occupations unique to processing, manufacturing and utilities","2.7","2.2","3.1","x"
"","number","number","number","number"
"observations","486,336","486,336","29,946","29,946"
"observations","9,346","9,346","553","553"
