"gender","sexual attack","sexual attack","unwanted sexual touching","unwanted sexual touching","sexual activity where unable to consent","sexual activity where unable to consent","total sexual assault","total sexual assault"
"gender","number","percent","number","percent","number","percent","number","percent"
"2018","","","","","","","",""
"female victims","60","0.8","300","3.7","70","0.9","340","4.3"
"male victims","60","0.1","480","1.0","50","0.1","520","1.1"
"gender diverse victims","f","f","f","f","f","f","f","f"
"total victims","140","0.2","800","1.4","130","0.2","900","1.6"
"2016","","","","","","","",""
"female victims","70","0.9","320","4.0","60","0.7","380","4.8"
"male victims","80","0.2","520","1.1","60","0.1","570","1.2"
"total victims","150","0.3","840","1.5","110","0.2","960","1.7"
