"gender","sexual attack","sexual attack","unwanted sexual touching","unwanted sexual touching","sexual activity where unable to consent","sexual activity where unable to consent","total sexual assault","total sexual assault"
"gender","number","percent","number","percent","number","percent","number","percent"
"2018","","","","","","","",""
"female victims","110","2.5","250","5.8","80","1.9","310","7.0"
"male victims","f","f","260","1.2","f","f","280","1.2"
"gender diverse victims","f","f","f","f","f","f","f","f"
"total victims","150","0.5","520","1.9","110","0.4","600","2.2"
"2016","","","","","","","",""
"female victims","80","1.9","290","6.7","70","1.5","360","8.2"
"male victims","f","f","280","1.3","f","f","310","1.4"
"total victims","100","0.4","580","2.2","100","0.4","680","2.6"
