"type of drug","adult criminal court","adult criminal court","adult criminal court","adult criminal court","youth court","youth court","youth court","youth court"
"type of drug","charges","charges","cases","cases","charges","charges","cases","cases"
"type of drug","number","percent","number","percent","number","percent","number","percent"
"cannabis","101,261","44.6","74,806","54.5","20,303","69.6","16,722","77.0"
"other drugs","125,745","55.4","62,376","45.5","8,871","30.4","5,006","23.0"
"cocaine","77,927","34.3","39,979","29.1","3,705","12.7","1,994","9.2"
"heroin","6,239","2.7","2,372","1.7","162","0.6","54","0.2"
"methamphetamines","5,368","2.4","2,590","1.9","654","2.2","351","1.6"
"ecstasy","2,662","1.2","1,360","1.0","638","2.2","398","1.8"
"other cdsa","33,549","14.8","16,075","11.7","3,712","12.7","2,209","10.2"
"total","227,006","100.0","137,182","100.0","29,174","100.0","21,728","100.0"
