"individual and place of residence characteristics","characteristics of personal networks","characteristics of personal networks","characteristics of personal networks","characteristics of personal networks","characteristics of personal networks","characteristics of personal networks"
"individual and place of residence characteristics","analysis method - logistic regressions","analysis method - logistic regressions","analysis method - ordered logistic regressions","analysis method - ordered logistic regressions","analysis method - ordered logistic regressions","analysis method - ordered logistic regressions"
"individual and place of residence characteristics","persons with a personal network of more than 15 people","persons with a network of acquaintances of more than 10 people","meetings with family in the last month","meetings with friends in the last month","new people met in the last month","ethnic diversity among friends contacted in the last month"
"individual and place of residence characteristics","odds ratios","odds ratios","odds ratios","odds ratios","odds ratios","odds ratios"
"census metropolitan area","","","","","",""
"montreal","0.90","0.66","1.44","1.00","0.89","0.63"
"toronto","1.00","1.00","1.00","1.00","1.00","1.00"
"vancouver","1.20","1.28","1.00","1.25","0.96","0.98"
"type of municipality","","","","","",""
"central","1.00","1.00","1.00","1.00","1.00","1.00"
"peripheral 1st ring","0.73","0.71","1.33","1.01","0.94","0.75"
"peripheral 2nd ring","0.50","0.44","1.26","0.73","0.88","0.74"
"demographic weight of immigrant population in neighbourhood","","","","","",""
"less than 50%","1.00","1.00","1.00","1.00","1.00","1.00"
"50% to less than 70%","1.28","1.03","1.07","0.95","1.06","0.86"
"70% or greater","0.93","0.68","1.03","0.74","0.87","0.85"
"period of immigration and generation","","","","","",""
"recent immigrant","0.67","0.70","0.38","0.91","1.49","0.69"
"established immigrant","1.00","1.00","1.00","1.00","1.00","1.00"
"second generation","1.38","1.13","1.52","1.11","1.07","0.91"
