"occupational noise","men","men","men","women","women","women"
"occupational noise","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"occupational noise","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"occupational noise","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"occupational noise","%","from","to","%","from","to"
"source of noise","","","","","",""
"machines or modes of transportation","81.4","74.7","86.7","50.5","42.1","58.9"
"music or people","20.1","15.5","25.6","42.7","35.2","50.6"
"munitions (guns, cannons) or other","13.0","9.9","16.9","11.7","7.6","17.4"
"years in noisy environment","","","","","",""
"less than 5 years","44.6","37.5","51.9","60.8","52.9","68.2"
"5 years to less than 10 years","17.9","12.3","25.3","16.2","11.9","21.7"
"10 years or more","37.5","30.9","44.6","22.9","17.7","29.2"
