"","couple","couple","couple","lone parent with child under 25","persons living alone","other family types or living with non-relatives"
"","both without a disability","one with a disability","both with a disability","lone parent with child under 25","persons living alone","other family types or living with non-relatives"
"","percent","percent","percent","percent","percent","percent"
"disability status","","","","","",""
"without a disability","63.3","11.4","0.3","6.0","11.7","7.4"
"with a disability","1.0","44.7","17.0","8.3","16.7","12.2"
"disability type","","","","","",""
"physical-sensory disability","1.0","52.3","19.2","6.9","13.8","6.9"
"mental-cognitive disability","1.9","41.8","9.1","9.2","18.2","19.9"
"combined disabilities","0.6","30.0","16.0","11.1","22.1","20.2"
"disability severity class","","","","","",""
"mild","1.3","52.7","16.6","8.2","12.7","8.5"
"more severe","0.8","36.5","17.6","8.4","20.7","16.0"
