"time frame and type of sexual assault","men","men","men","men","women","women","women","women"
"time frame and type of sexual assault","number","percent","95% confidence interval","95% confidence interval","number","percent","95% confidence interval","95% confidence interval"
"time frame and type of sexual assault","number","percent","from","to","number","percent","from","to"
"sexual assault in the past 12 months","","","","","","","",""
"sexual attack","3,000","0.3","0.2","0.5","17,000","1.7","1.4","2.1"
"unwanted sexual touching","29,000","3.3","2.8","3.9","95,000","9.4","8.7","10.2"
"sexual activity where unable to consent","6,000","0.7","0.5","1.0","48,000","1.8","1.4","2.1"
"non-consensual sexual activity following consensual sexual activity","4,000","0.4","0.3","0.7","20,000","2.0","1.7","2.4"
"total","35,000","4.0","3.4","4.6","110,000","11.0","10.2","11.9"
"sexual assault at some point during postsecondary school","","","","","","","",""
"sexual attack","5,000","0.4","0.3","0.6","43,000","3.3","2.9","3.8"
"unwanted sexual touching","47,000","4.0","3.5","4.5","165,000","12.7","12.0","13.5"
"sexual activity where unable to consent","13,000","1.1","0.8","1.4","48,000","3.7","3.3","4.2"
"non-consensual sexual activity following consensual sexual activity","9,000","0.8","0.6","1.1","48,000","3.7","3.3","4.2"
"total","58,000","4.9","4.3","5.5","197,000","15.2","14.4","16.1"
