"club","season","league","league","league","fa cup","fa cup","league cup","league cup","other","other","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals","apps","goals","apps","goals"
"blackburn rovers","2007-08","premier league","0","0","0","0","0","0","-","-","0","0"
"blackburn rovers","2008-09","premier league","0","0","0","0","0","0","-","-","0","0"
"blackburn rovers","2009-10","premier league","0","0","0","0","0","0","-","-","0","0"
"blackburn rovers","2010-11","premier league","0","0","0","0","0","0","-","-","0","0"
"blackburn rovers","total","total","0","0","0","0","0","0","-","-","0","0"
"wycombe wanderers","2007-08","league two","36","0","1","0","0","0","2","0","39","0"
"northampton town","2008-09","league one","12","0","2","0","1","0","0","0","15","0"
"rochdale","2008-09","league two","23","0","-","-","2","0","25","0","none","none"
"leeds united","2009-10","league one","0","0","0","0","0","0","0","0","0","0"
"rochdale","2009-10","league two","18","0","0","0","0","0","0","0","18","0"
"derby county","2010-11","championship","16","0","0","0","0","0","-","-","0","0"
"derby county","2011-12","championship","44","0","2","0","1","0","-","-","47","0"
"derby county","2012-13","championship","16","0","0","0","1","0","-","-","17","0"
"derby county","total","total","76","0","2","0","2","0","-","-","80","0"
"bristol city","2013-14","league one","16","0","0","0","1","0","1","0","18","0"
"bristol city","2014-15","league one","46","0","5","0","1","0","6","0","58","0"
"bristol city","2015-16","championship","21","0","1","0","0","0","-","-","22","0"
"bristol city","2016-17","championship","27","0","2","0","1","0","-","-","30","0"
"bristol city","2017-18","championship","43","0","0","0","3","0","-","-","46","0"
"bristol city","2018-19","championship","5","0","2","0","0","0","-","-","7","0"
"bristol city","total","total","158","0","10","0","6","0","7","0","181","0"
"career total","career total","career total","323","0","15","0","9","0","11","0","358","0"
