"","women","women","women","women","men","men","men","men"
"","bottom 90%","next 5%","next 4%","top 1%","bottom 90%","next 5%","next 4%","top 1%"
"","hours","hours","hours","hours","hours","hours","hours","hours"
"family status","","","","","","","",""
"married spouse or common-law","32.9","38.8","39.8","42.3","40.6","43.4","45.1","47.4"
"lone parent","34.1","40.2","40.8","43.7","39.7","42.8","44.6","45.2"
"child","33.4","40.4","40.9","46.1","36.1","42.1","44.1","44.4"
"person not in a census family","35.7","41.5","43.0","45.8","39.0","43.7","45.6","46.4"
"number of children","","","","","","","",""
"no child","35.2","41.1","42.5","45.5","38.8","43.7","45.3","46.7"
"one child","32.4","38.5","39.6","41.6","40.1","43.1","44.8","46.8"
"two children","32.7","38.6","39.7","42.6","40.8","43.1","44.9","47.1"
"three or more children","31.6","37.6","37.4","40.3","41.6","44.1","45.7","48.4"
