"title","album details","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions"
"title","album details","uk","aus","aut","bel fla","bel wal","can","ger","nz","sco","swi","us"
"nightmares","released: 15 may 2006 label: in at the deep end format: cd","-","-","-","-","-","-","-","-","-","-","-"
"ruin","released: 25 june 2007 label: united by fate format: cd","-","-","-","-","-","-","-","-","-","-","-"
"hollow crown","released: 26 january 2009 label: century media formats: cd, dl","117","-","-","-","-","-","-","-","-","-","-"
"the here and now","released: 19 january 2011 label: century media formats: cd, dl","57","-","-","-","-","-","-","-","63","-","-"
"daybreaker","released: 28 may 2012 label: century media formats: cd, dl","42","-","-","182","-","-","93","-","53","-","-"
"lost forever // lost together","released: 11 march 2014 label: epitaph formats: cd, lp, dl","16","13","30","111","161","-","36","-","25","-","125"
"all our gods have abandoned us","released: 27 may 2016 label: epitaph formats: cd, lp, dl","15","2","17","40","111","83","8","25","15","27","109"
"holy hell","released: 9 november 2018 label: epitaph formats: cd, lp, dl","18","8","13","34","79","72","7","-","17","17","89"
""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region",""-" denotes a release that did not chart or was not issued in that region"
